film_id,title,description,category,language,rating,release_year,rental_duration,actor,special_features,fulltext,length,rental_rate,replacement_cost
475,JAPANESE RUN,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,Horror,English             ,G,2006,6,"{'Kenneth Torn', 'Jim Mostel', 'Ben Harris', 'Ralph Cruz', 'Minnie Zellweger', 'Kim Allen', 'John Suvari', 'Angela Hudson', 'Vivien Bergen'}","{""Deleted Scenes""}","'awe':5 'awe-inspir':4 'epistl':7 'feminist':10 'girl':13,18 'inspir':6 'japanes':1 'must':15 'outback':21 'run':2 'sink':16",135,0.99,29.99
476,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,Family,English             ,NC-17,2006,5,"{'Ben Harris', 'Minnie Kilmer', 'Goldie Brody', 'Angela Hudson', 'Natalie Hopkins'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'conquer':15 'dog':17 'jason':1 'monasteri':20 'must':14 'shark':12 'tale':5 'thought':4 'trap':2 'woman':8,130,2.99,9.99
477,JAWBREAKER BROOKLYN,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,Music,English             ,PG,2006,5,"{'Julia Mcqueen', 'Jessica Bailey', 'Val Bolger', 'Christian Akroyd', 'Christian Gable'}","{Trailers,""Behind the Scenes""}","'boat':8,22 'brooklyn':2 'chef':12 'jawbreak':1 'jet':21 'must':14 'pastri':11 'reflect':5 'shark':18 'stun':4 'succumb':15",118,0.99,15.99
478,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,Comedy,English             ,G,2006,4,"{'Greta Keitel', 'Lucille Tracy', 'Minnie Zellweger', 'Parker Goldberg', 'Helen Voight'}","{""Deleted Scenes""}",'abandon':20 'administr':9 'databas':8 'display':5 'dog':17 'fun':21 'harri':2 'hous':22 'jaw':1 'monkey':12 'must':14 'overcom':15 'thrill':4,112,2.99,10.99
479,JEDI BENEATH,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,Family,English             ,PG,2006,7,"{'James Pitt', 'Julianne Dench', 'Jane Jackman', 'Liza Bergman'}","{Trailers,Commentaries,""Deleted Scenes""}",'astound':4 'beneath':2 'dentist':11 'explor':8 'jedi':1 'must':13 'nigeria':18 'pursu':14 'reflect':5 'student':16,128,0.99,12.99
480,JEEPERS WEDDING,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,Classics,English             ,R,2006,3,"{'Ed Chase', 'Minnie Kilmer', 'Christopher Berry', 'Woody Jolie', 'Julianne Dench', 'Christian Gable'}","{Trailers,Commentaries,""Deleted Scenes""}",'astound':4 'chef':17 'compos':8 'display':5 'dog':11 'georgia':20 'jeeper':1 'kill':14 'must':13 'pastri':16 'soviet':19 'wed':2,84,2.99,29.99
481,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,New,English             ,PG,2006,4,"{'Nick Wahlberg', 'Jada Ryder', 'Dan Streep'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'astronaut':11 'epistl':5 'fanci':4 'frogmen':2 'jekyl':1 'kill':14 'must':13 'shark':19 'student':8 'tank':20 'waitress':16,58,2.99,22.99
482,JEOPARDY ENCINO,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,Classics,English             ,R,2006,3,"{'Greg Chaplin', 'Alec Wayne', 'Julia Zellweger', 'Geoffrey Heston', 'Mary Keitel'}","{Trailers,Commentaries}",'ancient':19 'bore':4 'cow':12 'encino':2 'explor':17 'face':15 'india':20 'jeopardi':1 'mad':11 'man':8 'must':14 'panorama':5,102,0.99,12.99
483,JERICHO MULAN,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,Games,English             ,NC-17,2006,3,"{'Elvis Marx', 'Vivien Basinger', 'William Hackman', 'Lisa Monroe'}",{Commentaries},'amaz':4 'boat':20 'boy':16 'butler':11 'defeat':14 'hunter':8 'jericho':1 'jet':19 'mulan':2 'must':13 'yarn':5,171,2.99,29.99
484,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,Classics,English             ,NC-17,2006,3,"{'Milla Keitel', 'Dan Torn', 'Burt Dukakis', 'Bela Walken', 'Julia Barrymore', 'Reese Kilmer', 'Rita Reynolds', 'Chris Depp'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'administr':14 'ancient':22 'charact':5 'chef':10 'databas':13 'japan':23 'jerk':1 'must':16 'pastri':9 'paycheck':2 'reach':17 'shark':20 'studi':6 'touch':4,172,2.99,13.99
485,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,Children,English             ,PG,2006,6,"{'Zero Cage', 'River Dean', 'Val Bolger', 'Fay Kilmer', 'Nick Wahlberg', 'Cate Mcqueen', 'John Suvari', 'Ed Mansfield', 'Walter Torn'}","{""Deleted Scenes"",""Behind the Scenes""}",'ancient':19 'cow':12 'documentari':5 'feminist':17 'find':15 'japan':20 'jersey':1 'lacklustur':4 'mad':11 'madman':8 'must':14 'sassi':2,60,4.99,16.99
486,JET NEIGHBORS,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,Foreign,English             ,R,2006,7,"{'Fay Kilmer', 'Gene Willis', 'Meryl Allen', 'Minnie Kilmer', 'Greg Chaplin', 'Humphrey Garland'}","{Trailers,Commentaries,""Behind the Scenes""}",'amaz':4 'boat':21 'display':5 'jet':1 'lumberjack':8 'must':13 'neighbor':2 'outrac':14 'teacher':11 'u':20 'u-boat':19 'woman':16,59,4.99,14.99
487,JINGLE SAGEBRUSH,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,Classics,English             ,PG-13,2006,6,"{'Groucho Williams', 'Kim Allen'}","{Trailers,Commentaries}",'baloon':20 'charact':5 'epic':4 'feminist':9 'jingl':1 'meet':15 'must':14 'sagebrush':2 'student':12 'studi':6 'woman':17,124,4.99,29.99
488,JOON NORTHWEST,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,Sports,English             ,NC-17,2006,3,"{'Alec Wayne', 'Charlize Dench'}","{Trailers,Commentaries,""Behind the Scenes""}",'car':12 'discov':15 'forens':17 'joon':1 'must':14 'northwest':2 'panorama':5 'psychologist':18 'shark':21 'tank':22 'technic':8 'thrill':4 'writer':9,105,0.99,23.99
489,JUGGLER HARDLY,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,Animation,English             ,PG-13,2006,4,"{'Meryl Gibson', 'Milla Peck', 'Cameron Zellweger', 'Salma Nolte', 'Morgan Williams', 'Penelope Pinkett', 'Penelope Monroe', 'Ed Guiness', 'Ewan Gooding'}","{Trailers,Commentaries}",'astronaut':12 'california':19 'car':17 'challeng':15 'cow':9 'epic':4 'hard':2 'juggler':1 'mad':8 'must':14 'stori':5,54,0.99,14.99
490,JUMANJI BLADE,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,New,English             ,G,2006,4,"{'Jim Mostel', 'Mena Temple', 'Bob Fawcett', 'Nick Stallone', 'Gary Phoenix', 'Jennifer Davis'}","{Commentaries,""Behind the Scenes""}",'blade':2 'husband':8 'intrepid':4 'jumanji':1 'mad':16 'must':13 'new':19 'orlean':20 'pursu':14 'scientist':17 'woman':11 'yarn':5,121,2.99,13.99
491,JUMPING WRATH,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,Children,English             ,NC-17,2006,4,"{'Elvis Marx', 'Salma Nolte', 'James Pitt', 'Sandra Kilmer', 'Susan Davis', 'Angela Hudson', 'Alan Dreyfuss', 'Cate Harris'}","{Commentaries,""Behind the Scenes""}",'berlin':18 'boat':16 'discov':14 'epistl':5 'feminist':11 'jump':1 'monkey':8 'must':13 'touch':4 'wrath':2,74,0.99,18.99
492,JUNGLE CLOSER,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,New,English             ,NC-17,2006,6,"{'Mena Temple', 'Lucille Tracy', 'Dan Streep', 'Cuba Birch', 'Burt Posey', 'Humphrey Garland'}","{Trailers,Commentaries,""Deleted Scenes""}",'astronaut':17 'australia':19 'battl':15 'bore':4 'boy':9 'charact':5 'closer':2 'jungl':1 'must':14 'studi':6 'woman':12,134,0.99,11.99
493,KANE EXORCIST,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,Foreign,English             ,R,2006,5,"{'Groucho Williams', 'Henry Berry', 'Burt Dukakis', 'Christopher Berry', 'Audrey Olivier'}","{Trailers,Commentaries}",'berlin':18 'car':16 'compos':8 'documentari':5 'epic':4 'exorcist':2 'kane':1 'must':13 'overcom':14 'robot':11,92,0.99,18.99
494,KARATE MOON,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,Horror,English             ,PG-13,2006,4,"{'Jayne Silverstone', 'Kim Allen', 'Jane Jackman', 'Susan Davis', 'Julianne Dench', 'Michael Bolger', 'Johnny Cage', 'Jada Ryder'}","{""Behind the Scenes""}",'astound':4 'convent':20 'dog':11 'karat':1 'moon':2 'must':13 'mysql':19 'reach':14 'waitress':16 'woman':8 'yarn':5,120,0.99,21.99
495,KENTUCKIAN GIANT,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,Horror,English             ,PG,2006,5,"{'Elvis Marx', 'Vivien Bergen', 'Warren Nolte', 'Russell Close'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':21 'escap':14 'frisbe':11 'giant':2 'kentuckian':1 'must':13 'stun':4 'u':20 'u-boat':19 'waitress':16 'woman':8 'yarn':5,169,2.99,10.99
496,KICK SAVANNAH,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,Travel,English             ,PG-13,2006,3,"{'Jessica Bailey', 'Laurence Bullock', 'Greta Malden', 'Michael Bening', 'Angela Hudson', 'Alan Dreyfuss'}","{Trailers,Commentaries,""Deleted Scenes""}","'defeat':14 'drama':5 'emot':4 'kick':1 'monkey':8,16 'must':13 'new':18 'orlean':19 'robot':11 'savannah':2",179,0.99,10.99
497,KILL BROTHERHOOD,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,Documentary,English             ,G,2006,4,"{'River Dean', 'Kirsten Paltrow', 'Woody Jolie', 'Rip Winslet', 'Albert Nolte'}","{Trailers,Commentaries}",'agent':12 'brotherhood':2 'display':5 'hunter':8 'husband':17 'kill':1 'must':14 'outback':20 'redeem':15 'secret':11 'touch':4,54,0.99,15.99
498,KILLER INNOCENT,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,Family,English             ,R,2006,7,"{'Whoopi Hurt', 'Daryl Wahlberg', 'Meryl Allen', 'Angelina Astaire', 'Burt Posey'}","{Trailers,Commentaries,""Deleted Scenes""}",'abandon':20 'charact':5 'compos':17 'explor':12 'fanci':4 'innoc':2 'killer':1 'mine':21 'must':14 'shaft':22 'student':9 'studi':6 'succumb':15,161,2.99,11.99
499,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,Family,English             ,NC-17,2006,3,"{'Burt Dukakis', 'Renee Ball', 'Penelope Guiness', 'Lucille Tracy', 'Cuba Allen', 'Mary Keitel'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'action':5 'action-pack':4 'baloon':21 'boy':10 'chase':16 'evolut':2 'king':1 'lumberjack':13 'madman':18 'must':15 'pack':6 'tale':7,184,4.99,24.99
500,KISS GLORY,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,Foreign,English             ,PG-13,2006,5,"{'Julia Mcqueen', 'Humphrey Garland', 'Tom Miranda', 'Cuba Olivier', 'Oprah Kilmer', 'Groucho Dunst', 'Helen Voight'}","{Trailers,Commentaries,""Behind the Scenes""}",'canadian':19 'find':14 'girl':8 'glori':2 'husband':11 'kiss':1 'lacklustur':4 'must':13 'reflect':5 'robot':16 'rocki':20,163,4.99,11.99
501,KISSING DOLLS,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,Action,English             ,R,2006,3,"{'Geoffrey Heston', 'Tom Mckellen', 'Jada Ryder'}",{Trailers},'build':14 'compos':16 'doll':2 'first':19 'insight':4 'kiss':1 'man':20 'must':13 'pioneer':8 'reflect':5 'space':21 'station':22 'teacher':11,141,4.99,9.99
502,KNOCK WARLOCK,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,Comedy,English             ,PG-13,2006,4,"{'Tom Miranda', 'Cuba Olivier', 'Woody Hoffman', 'Jude Cruise', 'Reese Kilmer', 'Audrey Olivier'}",{Trailers},'baloon':19 'boat':11 'confront':14 'knock':1 'moos':16 'must':13 'stori':5 'teacher':8 'unbeliev':4 'warlock':2,71,2.99,21.99
503,KRAMER CHOCOLATE,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,Sports,English             ,R,2006,3,"{'Julia Mcqueen', 'Fred Costner', 'Milla Keitel', 'Bette Nicholson', 'Woody Jolie', 'Julianne Dench', 'Johnny Lollobrigida', 'Reese Kilmer'}",{Trailers},'amaz':4 'chef':12 'chocol':2 'kramer':1 'mad':17 'must':14 'outback':21 'pastri':11 'redeem':15 'robot':8 'scientist':18 'yarn':5,171,2.99,24.99
504,KWAI HOMEWARD,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,Drama,English             ,PG-13,2006,5,"{'Fay Wood', 'Michelle Mcconaughey', 'Natalie Hopkins', 'Angela Witherspoon', 'Jada Ryder'}","{Trailers,Commentaries}","'amaz':4 'car':8,16 'drama':5 'georgia':19 'homeward':2 'kwai':1 'must':13 'pursu':14 'soviet':18 'squirrel':11",46,0.99,25.99
505,LABYRINTH LEAGUE,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,Children,English             ,PG-13,2006,6,"{'Tom Miranda', 'Kirsten Akroyd', 'Kenneth Hoffman', 'Groucho Sinatra', 'Scarlett Damon', 'Groucho Dunst'}","{Commentaries,""Behind the Scenes""}",'awe':5 'awe-inspir':4 'compos':10 'desert':22 'frisbe':13 'inspir':6 'labyrinth':1 'leagu':2 'must':15 'pioneer':18 'saga':7 'sahara':21 'succumb':16,46,2.99,24.99
506,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,Horror,English             ,PG,2006,4,"{'Anne Cronyn', 'Frances Day-Lewis', 'Penelope Guiness', 'Penelope Cronyn', 'Ray Johansson', 'Harrison Bale', 'Rock Dukakis', 'Jeff Silverstone'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'beauti':4 'boat':22 'charact':5 'explor':17 'ladi':1 'man':12 'must':14 'pursu':15 'stage':2 'studi':6 'u':21 'u-boat':20 'woman':9,67,4.99,14.99
507,LADYBUGS ARMAGEDDON,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,Games,English             ,NC-17,2006,4,"{'Greta Keitel', 'Warren Nolte', 'Matthew Carrey', 'Kirsten Paltrow'}","{""Deleted Scenes""}","'armageddon':2 'dog':8 'fate':4 'ladybug':1 'mad':11,17 'meet':15 'must':14 'new':20 'orlean':21 'reflect':5 'scientist':12,18",113,0.99,13.99
508,LAMBS CINCINATTI,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,Games,English             ,PG-13,2006,6,"{'Mena Hopper', 'Val Bolger', 'Mena Temple', 'Cameron Zellweger', 'Christian Neeson', 'Fay Winslet', 'Lucille Dee', 'Jayne Nolte', 'Scarlett Damon', 'Woody Hoffman', 'Julia Barrymore', 'Reese Kilmer', 'Burt Posey', 'Julia Zellweger', 'Walter Torn'}","{Trailers,""Behind the Scenes""}",'australia':18 'cincinatti':2 'compos':16 'feminist':11 'fight':14 'insight':4 'lamb':1 'man':8 'must':13 'stori':5,144,4.99,18.99
509,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,Children,English             ,NC-17,2006,5,"{'Whoopi Hurt', 'Penelope Guiness', 'Bette Nicholson', 'Christopher Berry', 'Cuba Birch', 'Warren Jackman'}","{Trailers,""Deleted Scenes""}",'abandon':19 'amus':20 'cat':8 'cowboy':2 'dentist':16 'epic':4 'languag':1 'madman':11 'must':13 'park':21 'vanquish':14 'yarn':5,78,0.99,26.99
510,LAWLESS VISION,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,Animation,English             ,G,2006,6,"{'Michael Bolger', 'Joe Swank', 'Penelope Pinkett', 'Bob Fawcett'}","{""Deleted Scenes"",""Behind the Scenes""}",'boy':8 'car':17 'insight':4 'lawless':1 'must':14 'outback':20 'outgun':15 'sumo':11 'vision':2 'wrestler':12 'yarn':5,181,4.99,29.99
511,LAWRENCE LOVE,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,Action,English             ,NC-17,2006,7,"{'Susan Davis', 'Christopher Berry'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'administr':9 'berlin':20 'cow':13 'databas':8 'fanci':4 'lawrenc':1 'love':2 'mad':12 'must':15 'pursu':16 'woman':18 'yarn':5,175,0.99,23.99
512,LEAGUE HELLFIGHTERS,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,Classics,English             ,PG-13,2006,5,"{'Kenneth Torn', 'Jim Mostel', 'Jessica Bailey', 'Kirsten Akroyd', 'Albert Johansson', 'Cuba Birch'}",{Trailers},'ancient':19 'china':20 'hellfight':2 'leagu':1 'monkey':12 'must':14 'outgun':15 'saga':5 'shark':9 'student':17 'thought':4,110,4.99,25.99
513,LEATHERNECKS DWARFS,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,Travel,English             ,PG-13,2006,6,"{'Karl Berry', 'Penelope Monroe', 'Bob Fawcett', 'Susan Davis', 'Uma Wood', 'Spencer Depp', 'Ian Tandy'}","{Trailers,Commentaries,""Behind the Scenes""}",'abandon':20 'cow':12 'dog':8 'dwarf':2 'fate':4 'leatherneck':1 'mad':11 'mine':21 'must':14 'outrac':15 'reflect':5 'shaft':22 'teacher':17,153,2.99,21.99
514,LEBOWSKI SOLDIERS,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,Drama,English             ,PG-13,2006,6,"{'Richard Penn', 'Joe Swank', 'Albert Johansson'}","{Commentaries,""Deleted Scenes""}",'agent':9 'ancient':19 'astronaut':17 'beauti':4 'chase':15 'china':20 'epistl':5 'lebowski':1 'must':14 'pioneer':12 'secret':8 'soldier':2,69,2.99,17.99
515,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,Children,English             ,PG,2006,7,"{'Carmen Hunt', 'Jane Jackman', 'Bela Walken', 'Uma Wood', 'Cameron Streep', 'Helen Voight'}","{Trailers,Commentaries,""Behind the Scenes""}",'astound':4 'desert':21 'legal':1 'meet':15 'moos':12 'must':14 'sahara':20 'secretari':2 'shark':9 'tale':5 'woman':17,113,4.99,14.99
516,LEGEND JEDI,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,Music,English             ,PG,2006,7,"{'Angela Hudson', 'Penelope Cronyn', 'Cate Mcqueen', 'Tom Mckellen'}","{Commentaries,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'crocodil':18 'epistl':7 'inspir':6 'jedi':2 'legend':1 'must':15 'outback':21 'outgun':16 'pioneer':10 'student':13,59,0.99,18.99
517,LESSON CLEOPATRA,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,Sports,English             ,NC-17,2006,3,"{'Kenneth Torn', 'Cameron Wray', 'Warren Nolte', 'Lisa Monroe', 'Carmen Hunt', 'Bette Nicholson', 'Liza Bergman', 'Jon Chase', 'Cuba Allen', 'Rock Dukakis', 'Angela Hudson', 'Walter Torn'}","{""Deleted Scenes"",""Behind the Scenes""}",'boy':16 'build':14 'cleopatra':2 'display':5 'emot':4 'explor':11 'lesson':1 'man':8 'manhattan':19 'must':13 'penthous':20,167,0.99,28.99
518,LIAISONS SWEET,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,Travel,English             ,PG,2006,5,"{'Mena Temple', 'Fay Wood', 'Christian Neeson', 'Nick Wahlberg', 'Michael Bolger', 'Meg Hawke'}","{Commentaries,""Behind the Scenes""}",'bore':4 'canadian':20 'drama':5 'explor':12 'liaison':1 'must':14 'redeem':15 'rocki':21 'shark':9 'sweet':2 'waitress':17,140,4.99,15.99
519,LIBERTY MAGNIFICENT,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,Sports,English             ,G,2006,3,"{'Will Wilson', 'Christian Neeson', 'Bette Nicholson', 'Greg Chaplin', 'Alec Wayne', 'Cuba Birch', 'Ben Willis'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'baloon':20 'bore':4 'cat':11 'drama':5 'liberti':1 'magnific':2 'must':13 'sink':14 'student':8 'technic':16 'writer':17,138,2.99,27.99
520,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,Sci-Fi,English             ,NC-17,2006,7,"{'Gina Degeneres', 'Jayne Silverstone', 'Daryl Crawford', 'Greg Chaplin', 'Russell Close', 'Sean Guiness', 'Groucho Sinatra', 'Natalie Hopkins'}","{""Deleted Scenes"",""Behind the Scenes""}",'husband':11 'insight':4 'licens':1 'madman':16 'man':8 'monasteri':19 'must':13 'overcom':14 'stori':5 'weekend':2,91,2.99,28.99
521,LIES TREATMENT,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,Drama,English             ,NC-17,2006,7,"{'Kenneth Torn', 'Dan Harris', 'Jon Chase', 'Warren Jackman', 'Johnny Cage', 'Walter Torn', 'Helen Voight'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'charact':7 'compos':19 'defeat':17 'dentist':11 'fast':5 'fast-pac':4 'first':22 'lie':1 'man':23 'moos':14 'must':16 'pace':6 'space':24 'station':25 'studi':8 'treatment':2,147,4.99,28.99
522,LIFE TWISTED,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,Comedy,English             ,NC-17,2006,4,"{'Christopher West', 'Gene Mckellen', 'Daryl Wahlberg', 'Minnie Zellweger', 'Matthew Carrey', 'Reese West', 'Uma Wood', 'Christian Gable'}","{Commentaries,""Deleted Scenes""}","'compos':11 'find':14 'first':19 'life':1 'man':16,20 'must':13 'reflect':5 'space':21 'station':22 'teacher':8 'thrill':4 'twist':2",137,2.99,9.99
523,LIGHTS DEER,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,Classics,English             ,R,2006,7,"{'Matthew Johansson', 'Tim Hackman'}",{Commentaries},'confront':14 'deer':2 'dog':8 'epistl':5 'gulf':19 'light':1 'mexico':21 'moos':16 'must':13 'unbeliev':4 'woman':11,174,0.99,21.99
524,LION UNCUT,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,Comedy,English             ,PG,2006,6,"{'Penelope Pinkett', 'Uma Wood', 'Bela Walken'}","{Trailers,""Deleted Scenes""}",'ancient':20 'cat':12 'chef':9 'china':21 'display':5 'intrepid':4 'kill':15 'lion':1 'must':14 'pastri':8 'shark':18 'uncut':2,50,0.99,13.99
525,LOATHING LEGALLY,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,Classics,English             ,R,2006,4,"{'Greta Keitel', 'Morgan Hopkins', 'Susan Davis', 'Gary Phoenix', 'Audrey Olivier'}","{""Deleted Scenes""}",'bore':4 'epistl':5 'escap':15 'frisbe':17 'gulf':20 'legal':2 'loath':1 'mad':11 'mexico':22 'must':14 'pioneer':8 'scientist':12,140,0.99,29.99
526,LOCK REAR,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,Travel,English             ,R,2006,7,"{'Harvey Hope', 'Walter Torn'}","{Trailers,Commentaries}",'ancient':20 'charact':5 'japan':21 'lock':1 'must':15 'outrac':16 'rear':2 'squirrel':9 'student':18 'studi':6 'technic':12 'thought':4 'writer':13,120,2.99,10.99
527,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,Horror,English             ,PG,2006,4,"{'Lucille Tracy', 'Tom Miranda', 'Kim Allen', 'Woody Jolie', 'Scarlett Damon', 'Geoffrey Heston'}","{Trailers,Commentaries}",'administr':18 'agent':2 'ancient':20 'astound':4 'databas':17 'husband':12 'japan':21 'lola':1 'mad':8 'must':14 'redeem':15 'scientist':9 'tale':5,85,4.99,24.99
528,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,Family,English             ,NC-17,2006,4,{'Uma Wood'},"{Trailers,""Deleted Scenes""}",'abandon':19 'drama':5 'girl':8 'lolita':1 'mine':20 'must':13 'redeem':14 'robot':11 'shaft':21 'thrill':4 'waitress':16 'world':2,155,2.99,25.99
529,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,Comedy,English             ,G,2006,3,"{'Groucho Williams', 'Val Bolger', 'James Pitt', 'Rock Dukakis', 'Kenneth Paltrow', 'Charlize Dench', 'Sean Guiness', 'Ewan Gooding', 'Alan Dreyfuss', 'Rip Crawford', 'Ben Willis', 'Walter Torn'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'challeng':14 'dog':11 'eleph':2 'explor':16 'georgia':19 'intrepid':4 'lone':1 'must':13 'soviet':18 'stori':5 'student':8,67,2.99,12.99
530,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,Action,English             ,PG-13,2006,5,"{'Christian Gable', 'Morgan Williams', 'Kirsten Paltrow', 'Sidney Crowe', 'Julianne Dench', 'Groucho Sinatra'}",{Trailers},'action':5 'action-pack':4 'arizona':2 'boat':23 'chef':14 'crocodil':19 'display':7 'frisbe':10 'jet':22 'lord':1 'must':16 'pack':6 'pastri':13 'pursu':17,108,2.99,27.99
531,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,Foreign,English             ,R,2006,3,"{'Lucille Tracy', 'Reese West', 'Meryl Allen', 'Harrison Bale'}","{Trailers,Commentaries}",'battl':15 'butler':17 'first':20 'inch':2 'lose':1 'man':21 'must':14 'reflect':5 'space':22 'station':23 'student':8 'stun':4 'technic':11 'writer':12,137,0.99,18.99
532,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,Sports,English             ,PG,2006,5,"{'Zero Cage', 'Vivien Basinger', 'Adam Grant', 'Matthew Johansson', 'Woody Hoffman'}","{""Deleted Scenes"",""Behind the Scenes""}",'butler':16 'drama':5 'feminist':11 'hustler':2 'loser':1 'must':13 'nigeria':18 'outgun':14 'robot':8 'stun':4,80,4.99,28.99
533,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,Foreign,English             ,PG-13,2006,4,"{'Kenneth Torn', 'Kirk Jovovich', 'Cuba Birch'}","{""Deleted Scenes""}",'bird':2 'charact':5 'defeat':16 'emot':4 'lost':1 'manhattan':22 'must':15 'penthous':23 'robot':9 'shark':13 'studi':6 'technic':18 'writer':19,98,2.99,21.99
